10000
0 2
0 22
0 46
0 62
0 69
0 111
0 133
0 157
0 181
0 190
0 228
0 235
0 237
0 271
0 320
0 325
0 343
0 350
0 378
0 398
0 442
0 457
1 31
1 74
1 75
1 79
1 88
1 104
1 106
1 173
1 179
1 183
1 184
1 201
1 213
1 235
1 251
1 256
1 271
1 275
1 333
1 334
1 369
1 375
1 395
1 429
1 432
2 70
2 161
2 230
2 267
2 309
2 320
2 357
2 403
2 409
2 412
2 465
2 470
2 498
3 2
3 19
3 78
3 141
3 143
3 157
3 161
3 199
3 264
3 269
3 303
3 310
3 341
3 352
3 367
3 381
3 382
3 387
3 421
3 465
3 471
3 491
4 1
4 5
4 31
4 55
4 63
4 82
4 91
4 97
4 98
4 113
4 128
4 129
4 174
4 197
4 201
4 209
4 223
4 275
4 307
4 319
4 326
4 333
4 358
4 361
4 365
4 374
4 379
4 414
4 418
4 427
4 457
5 4
5 14
5 63
5 123
5 134
5 139
5 179
5 206
5 235
5 238
5 253
5 281
5 305
5 306
5 357
5 378
5 384
5 407
5 438
5 446
5 464
5 496
6 10
6 54
6 64
6 112
6 116
6 169
6 284
6 311
6 387
6 392
6 397
6 398
6 400
6 415
6 438
6 460
6 478
6 480
6 494
7 34
7 36
7 57
7 64
7 74
7 134
7 210
7 218
7 246
7 248
7 251
7 272
7 273
7 348
7 353
7 372
7 422
7 437
7 495
7 496
8 31
8 74
8 116
8 128
8 146
8 149
8 182
8 214
8 222
8 223
8 260
8 267
8 286
8 291
8 316
8 365
8 369
8 413
8 417
8 435
8 471
8 486
9 8
9 21
9 29
9 30
9 39
9 72
9 93
9 109
9 130
9 140
9 173
9 211
9 230
9 235
9 311
9 316
9 329
9 353
9 354
9 367
9 369
9 387
9 395
9 416
9 443
9 483
9 484
10 36
10 71
10 93
10 111
10 175
10 223
10 234
10 266
10 286
10 302
10 317
10 328
10 398
10 439
10 480
11 2
11 33
11 35
11 42
11 134
11 141
11 158
11 172
11 233
11 348
11 365
11 486
12 8
12 38
12 43
12 76
12 90
12 91
12 92
12 151
12 165
12 186
12 209
12 220
12 248
12 252
12 259
12 269
12 347
12 361
12 393
12 398
12 400
12 450
12 455
12 456
12 474
12 477
12 491
13 36
13 47
13 54
13 71
13 75
13 82
13 84
13 114
13 128
13 131
13 164
13 199
13 252
13 257
13 287
13 288
13 316
13 344
13 495
14 42
14 70
14 98
14 103
14 108
14 230
14 251
14 296
14 360
14 361
14 386
14 389
14 445
14 457
15 6
15 17
15 21
15 34
15 36
15 50
15 56
15 70
15 106
15 172
15 188
15 226
15 285
15 312
15 320
15 323
15 340
15 342
15 343
15 379
15 415
15 462
15 487
16 2
16 18
16 36
16 53
16 86
16 91
16 118
16 123
16 136
16 145
16 157
16 183
16 224
16 260
16 261
16 269
16 410
16 424
16 448
16 498
17 19
17 34
17 85
17 100
17 108
17 121
17 146
17 164
17 240
17 247
17 280
17 307
17 328
17 392
17 408
17 421
17 423
17 434
18 31
18 48
18 64
18 65
18 76
18 77
18 128
18 142
18 177
18 178
18 195
18 215
18 252
18 266
18 385
18 397
18 400
18 401
18 452
18 470
18 493
18 495
19 2
19 19
19 53
19 70
19 119
19 164
19 173
19 233
19 240
19 242
19 261
19 275
19 299
19 326
19 340
19 360
19 362
19 408
19 409
19 426
20 1
20 15
20 63
20 88
20 105
20 107
20 165
20 174
20 175
20 220
20 226
20 229
20 277
20 320
20 325
20 401
20 494
21 3
21 69
21 78
21 157
21 162
21 171
21 185
21 211
21 222
21 266
21 274
21 292
21 293
21 321
21 331
21 437
21 485
22 7
22 58
22 87
22 105
22 124
22 137
22 138
22 148
22 194
22 255
22 271
22 323
22 346
22 461
22 465
22 474
22 484
23 12
23 19
23 65
23 68
23 131
23 160
23 172
23 180
23 190
23 212
23 232
23 237
23 259
23 261
23 262
23 266
23 270
23 294
23 306
23 312
23 319
23 320
23 369
23 411
23 428
23 430
23 435
23 479
23 484
23 491
23 499
24 4
24 22
24 25
24 57
24 88
24 90
24 171
24 182
24 211
24 217
24 248
24 337
24 352
24 360
24 363
24 393
24 425
24 441
24 443
24 451
24 471
24 487
24 490
25 2
25 14
25 21
25 56
25 62
25 86
25 89
25 91
25 102
25 120
25 124
25 128
25 139
25 150
25 169
25 181
25 192
25 193
25 230
25 242
25 288
25 291
25 372
25 386
25 388
25 394
25 436
25 447
25 463
25 490
25 496
26 2
26 16
26 42
26 54
26 115
26 159
26 161
26 167
26 186
26 201
26 205
26 220
26 235
26 248
26 260
26 280
26 300
26 345
26 346
26 349
26 350
